file,year,dataset,solute,solvent,solute_name,solvent_name,T,gamma_inf,ln_gamma_inf,method,has_sigma,split,pred_ln_gamma_inf
j.jct.2004.11.005.xml,2005,33,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,AQIXEPGDORPWBJ-UHFFFAOYSA-N,propane,3-pentanol,259.96,3.27,1.184789984909162,Other,True,train,1.049155565749137
j.jct.2004.11.005.xml,2005,33,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,AQIXEPGDORPWBJ-UHFFFAOYSA-N,propane,3-pentanol,270.02,3.21,1.1662709371419244,Other,True,train,0.9996346503527126
j.jct.2004.11.005.xml,2005,33,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,AQIXEPGDORPWBJ-UHFFFAOYSA-N,propane,3-pentanol,280.0,3.14,1.144222799920162,Other,True,train,0.9526590023005176
j.jct.2004.11.005.xml,2005,33,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,AQIXEPGDORPWBJ-UHFFFAOYSA-N,propane,3-pentanol,290.0,3.09,1.128171090909654,Other,True,train,0.9079894459854747
j.jct.2004.11.005.xml,2005,33,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,AQIXEPGDORPWBJ-UHFFFAOYSA-N,propane,3-pentanol,300.0,3.01,1.1019400787607845,Other,True,train,0.8658454765662188
j.jct.2004.11.005.xml,2005,33,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,AQIXEPGDORPWBJ-UHFFFAOYSA-N,propane,3-pentanol,310.01,2.9,1.0647107369924282,Other,True,train,0.8262125828462052
j.jct.2004.11.005.xml,2005,33,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,AQIXEPGDORPWBJ-UHFFFAOYSA-N,propane,3-pentanol,320.0,2.81,1.0331844833456545,Other,True,train,0.7891567245485156
j.jct.2004.11.005.xml,2005,33,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,AQIXEPGDORPWBJ-UHFFFAOYSA-N,propane,3-pentanol,330.0,2.72,1.000631880307906,Other,True,train,0.7544638020289894
j.jct.2003.08.018.xml,2004,9,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,BDERNNFJNOPAEC-UHFFFAOYSA-N,propane,1-propanol,259.98,4.6,1.5260563034950492,Chromatography,True,train,1.6732662961759772
j.jct.2003.08.018.xml,2004,9,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,BDERNNFJNOPAEC-UHFFFAOYSA-N,propane,1-propanol,279.96,4.62,1.5303947050936475,Chromatography,True,train,1.5626878010651168
j.jct.2003.08.018.xml,2004,9,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,BDERNNFJNOPAEC-UHFFFAOYSA-N,propane,1-propanol,299.96,4.64,1.534714366238164,Chromatography,True,train,1.4577178984502677
j.jct.2003.08.018.xml,2004,9,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,BDERNNFJNOPAEC-UHFFFAOYSA-N,propane,1-propanol,320.03,4.61,1.5282278570085572,Chromatography,True,train,1.3608768710397616
j.jct.2003.08.018.xml,2004,9,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,BDERNNFJNOPAEC-UHFFFAOYSA-N,propane,1-propanol,339.95,4.56,1.5173226235262949,Chromatography,True,train,1.274006500296201
je050343i.xml,2005,25,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,CPJRRXSHAYUTGL-UHFFFAOYSA-N,propane,3-methyl-3-buten-1-ol,270.04,4.19,1.4327007339340465,Chromatography,True,train,1.6432216834939828
je050343i.xml,2005,25,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,CPJRRXSHAYUTGL-UHFFFAOYSA-N,propane,3-methyl-3-buten-1-ol,289.99,4.1,1.410986973710262,Chromatography,True,train,1.522270553446825
je050343i.xml,2005,25,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,CPJRRXSHAYUTGL-UHFFFAOYSA-N,propane,3-methyl-3-buten-1-ol,309.99,3.86,1.3506671834767394,Chromatography,True,train,1.4127345950917696
je050343i.xml,2005,25,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,CPJRRXSHAYUTGL-UHFFFAOYSA-N,propane,3-methyl-3-buten-1-ol,330.0,3.7,1.308332819650179,Chromatography,True,train,1.3147693621585077
je060395n.xml,2007,5,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,CTQNGGLPUBDAKN-UHFFFAOYSA-N,propane,"1,2-dimethylbenzene",270.13,2.05,0.7178397931503168,calculated from henry's law constants,True,train,0.634750326105292
je060395n.xml,2007,5,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,CTQNGGLPUBDAKN-UHFFFAOYSA-N,propane,"1,2-dimethylbenzene",289.99,1.96,0.6729444732424258,calculated from henry's law constants,True,train,0.5721057305839574
je060395n.xml,2007,5,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,CTQNGGLPUBDAKN-UHFFFAOYSA-N,propane,"1,2-dimethylbenzene",309.84,1.92,0.6523251860396901,calculated from henry's law constants,True,train,0.5180769527420844
je060395n.xml,2007,5,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,CTQNGGLPUBDAKN-UHFFFAOYSA-N,propane,"1,2-dimethylbenzene",329.99,1.85,0.6151856390902335,calculated from henry's law constants,True,train,0.47045960753605637
je700270d.xml,2007,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,DHXVGJBLRPWPCS-UHFFFAOYSA-N,propane,tetrahydropyran,250.06,2.08,0.7323678937132266,Chromatography,True,train,0.2907140011489256
je700270d.xml,2007,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,DHXVGJBLRPWPCS-UHFFFAOYSA-N,propane,tetrahydropyran,270.12,1.98,0.6830968447064438,Chromatography,True,train,0.2779006271014664
je700270d.xml,2007,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,DHXVGJBLRPWPCS-UHFFFAOYSA-N,propane,tetrahydropyran,289.97,1.9,0.6418538861723947,Chromatography,True,train,0.2654994730247283
je700270d.xml,2007,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,DHXVGJBLRPWPCS-UHFFFAOYSA-N,propane,tetrahydropyran,309.98,1.84,0.6097655716208943,Chromatography,True,train,0.2534129083404202
je700270d.xml,2007,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,DHXVGJBLRPWPCS-UHFFFAOYSA-N,propane,tetrahydropyran,329.97,1.79,0.5822156198526637,Chromatography,True,train,0.24183050090647465
je050343i.xml,2005,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,HNVRRHSXBLFLIG-UHFFFAOYSA-N,propane,"3-buten-2-ol, 2-methyl-",269.95,2.97,1.0885619528146082,Chromatography,True,train,1.4473353812359486
je050343i.xml,2005,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,HNVRRHSXBLFLIG-UHFFFAOYSA-N,propane,"3-buten-2-ol, 2-methyl-",289.99,2.86,1.0508216248317612,Chromatography,True,train,1.3334400610139805
je050343i.xml,2005,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,HNVRRHSXBLFLIG-UHFFFAOYSA-N,propane,"3-buten-2-ol, 2-methyl-",309.99,2.7,0.9932517730102834,Chromatography,True,train,1.231410112387371
je050343i.xml,2005,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,HNVRRHSXBLFLIG-UHFFFAOYSA-N,propane,"3-buten-2-ol, 2-methyl-",330.0,2.54,0.9321640810304452,Chromatography,True,train,1.140794340940056
je060395n.xml,2007,7,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,IVSZLXZYQVIEFR-UHFFFAOYSA-N,propane,"1,3-dimethylbenzene",270.1,1.86,0.62057648772511,calculated from henry's law constants,True,train,0.513553164010491
je060395n.xml,2007,7,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,IVSZLXZYQVIEFR-UHFFFAOYSA-N,propane,"1,3-dimethylbenzene",289.99,1.83,0.6043159668533296,calculated from henry's law constants,True,train,0.46083998058849246
je060395n.xml,2007,7,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,IVSZLXZYQVIEFR-UHFFFAOYSA-N,propane,"1,3-dimethylbenzene",309.84,1.77,0.5709795465857378,calculated from henry's law constants,True,train,0.4156349425190404
je060395n.xml,2007,7,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,IVSZLXZYQVIEFR-UHFFFAOYSA-N,propane,"1,3-dimethylbenzene",329.99,1.72,0.5423242908253617,calculated from henry's law constants,True,train,0.3759147416830215
je100529s.xml,2010,49,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,IWDCLRJOBJJRNH-UHFFFAOYSA-N,n-propane,4-methylphenol,309.99,6.29,1.8389610707123487,Gas Stripping Method,True,train,1.5243798808601854
je100529s.xml,2010,49,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,IWDCLRJOBJJRNH-UHFFFAOYSA-N,n-propane,4-methylphenol,319.99,6.12,1.8115620965242347,Gas Stripping Method,True,train,1.463207495766352
je100529s.xml,2010,49,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,IWDCLRJOBJJRNH-UHFFFAOYSA-N,n-propane,4-methylphenol,329.99,5.93,1.780024213009634,Gas Stripping Method,True,train,1.405796955511234
je100529s.xml,2010,49,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,IWDCLRJOBJJRNH-UHFFFAOYSA-N,n-propane,4-methylphenol,340.02,5.74,1.747459210331475,Gas Stripping Method,True,train,1.3517385082609514
je0342116.xml,2004,0,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,KFZMGEQAYNKOFK-UHFFFAOYSA-N,propane,2-propanol,270.04,4.5,1.5040773967762742,Chromatography,True,train,1.6304456663232303
je0342116.xml,2004,0,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,KFZMGEQAYNKOFK-UHFFFAOYSA-N,propane,2-propanol,290.0,4.4,1.4816045409242156,Chromatography,True,train,1.5201671999458624
je0342116.xml,2004,0,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,KFZMGEQAYNKOFK-UHFFFAOYSA-N,propane,2-propanol,310.0,4.3,1.4586150226995167,Chromatography,True,train,1.4173287487362638
je0342116.xml,2004,0,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,KFZMGEQAYNKOFK-UHFFFAOYSA-N,propane,2-propanol,330.0,4.2,1.4350845252893227,Chromatography,True,train,1.323788495080927
je034265f.xml,2004,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,LRHPLDYGYMQRHN-UHFFFAOYSA-N,propane,1-butanol,250.01,3.6,1.2809338454620642,Other,True,train,1.3949444544565195
je034265f.xml,2004,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,LRHPLDYGYMQRHN-UHFFFAOYSA-N,propane,1-butanol,270.0,3.6,1.2809338454620642,Other,True,train,1.291056781511329
je034265f.xml,2004,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,LRHPLDYGYMQRHN-UHFFFAOYSA-N,propane,1-butanol,290.01,3.6,1.2809338454620642,Other,True,train,1.1930634264601936
je034265f.xml,2004,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,LRHPLDYGYMQRHN-UHFFFAOYSA-N,propane,1-butanol,310.0,3.6,1.2809338454620642,Other,True,train,1.1037945726261675
je034265f.xml,2004,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,LRHPLDYGYMQRHN-UHFFFAOYSA-N,propane,1-butanol,330.0,3.6,1.2809338454620642,Other,True,train,1.0238172757523851
je060395n.xml,2007,11,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,PPBRXRYQALVLMV-UHFFFAOYSA-N,propane,styrene,270.07,3.97,1.3787660946990992,calculated from henry's law constants,True,train,0.7530964722539893
je060395n.xml,2007,11,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,PPBRXRYQALVLMV-UHFFFAOYSA-N,propane,styrene,309.84,3.48,1.247032293786383,calculated from henry's law constants,True,train,0.6059895200438267
je060395n.xml,2007,11,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,PPBRXRYQALVLMV-UHFFFAOYSA-N,propane,styrene,329.99,3.32,1.199964782928397,calculated from henry's law constants,True,train,0.5470357441604687
je100529s.xml,2010,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,QWVGKYWNOKOFNN-UHFFFAOYSA-N,n-propane,2-methylphenol,299.99,6.34,1.8468787684491343,Gas Stripping Method,True,train,1.5770166311966003
je100529s.xml,2010,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,QWVGKYWNOKOFNN-UHFFFAOYSA-N,n-propane,2-methylphenol,309.99,6.04,1.7984040119467235,Gas Stripping Method,True,train,1.5034505813832522
je100529s.xml,2010,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,QWVGKYWNOKOFNN-UHFFFAOYSA-N,n-propane,2-methylphenol,319.99,5.83,1.763017000362401,Gas Stripping Method,True,train,1.4346989028591615
je100529s.xml,2010,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,QWVGKYWNOKOFNN-UHFFFAOYSA-N,n-propane,2-methylphenol,329.99,5.58,1.7191887763932197,Gas Stripping Method,True,train,1.37046092663041
je100529s.xml,2010,25,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,RLSSMJSEOOYNOY-UHFFFAOYSA-N,n-propane,3-methylphenol,289.98,6.31,1.8421356765531216,Gas Stripping Method,True,train,1.650065643101868
je100529s.xml,2010,25,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,RLSSMJSEOOYNOY-UHFFFAOYSA-N,n-propane,3-methylphenol,299.98,6.36,1.8500283773520307,Gas Stripping Method,True,train,1.5765785296618762
je100529s.xml,2010,25,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,RLSSMJSEOOYNOY-UHFFFAOYSA-N,n-propane,3-methylphenol,309.99,6.24,1.8309801823813363,Gas Stripping Method,True,train,1.5076105286174188
je100529s.xml,2010,25,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,RLSSMJSEOOYNOY-UHFFFAOYSA-N,n-propane,3-methylphenol,319.99,6.06,1.801709800081223,Gas Stripping Method,True,train,1.4430644052726838
je100529s.xml,2010,25,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,RLSSMJSEOOYNOY-UHFFFAOYSA-N,n-propane,3-methylphenol,329.99,5.88,1.7715567619105357,Gas Stripping Method,True,train,1.3826060652496237
je060395n.xml,2007,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,UHOVQNZJYSORNB-UHFFFAOYSA-N,propane,benzene,279.99,2.52,0.924258901523332,calculated from henry's law constants,True,train,0.5946096910832986
je060395n.xml,2007,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,UHOVQNZJYSORNB-UHFFFAOYSA-N,propane,benzene,289.99,2.42,0.883767540168595,calculated from henry's law constants,True,train,0.5629205176296473
je060395n.xml,2007,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,UHOVQNZJYSORNB-UHFFFAOYSA-N,propane,benzene,309.99,2.23,0.8020015854720274,calculated from henry's law constants,True,train,0.506761523345779
je060395n.xml,2007,1,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,UHOVQNZJYSORNB-UHFFFAOYSA-N,propane,benzene,329.99,2.11,0.7466879474879751,calculated from henry's law constants,True,train,0.4587054844789457
je060395n.xml,2007,9,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,URLKBWYHVLBVBO-UHFFFAOYSA-N,propane,"1,4-dimethylbenzene",289.99,1.73,0.5481214085096876,calculated from henry's law constants,True,test_one,0.4181868581571784
je060395n.xml,2007,9,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,URLKBWYHVLBVBO-UHFFFAOYSA-N,propane,"1,4-dimethylbenzene",299.99,1.7,0.5306282510621704,calculated from henry's law constants,True,test_one,0.39661521148264206
je060395n.xml,2007,9,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,URLKBWYHVLBVBO-UHFFFAOYSA-N,propane,"1,4-dimethylbenzene",309.85,1.67,0.5128236264286637,calculated from henry's law constants,True,test_one,0.37686839421502744
je060395n.xml,2007,9,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,URLKBWYHVLBVBO-UHFFFAOYSA-N,propane,"1,4-dimethylbenzene",319.99,1.68,0.5187937934151675,calculated from henry's law constants,True,test_one,0.3579837884471906
je060395n.xml,2007,9,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,URLKBWYHVLBVBO-UHFFFAOYSA-N,propane,"1,4-dimethylbenzene",329.99,1.66,0.5068176023684519,calculated from henry's law constants,True,test_one,0.34063839045803
je060395n.xml,2007,3,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,YXFVVABEGXRONW-UHFFFAOYSA-N,propane,toluene,270.0,2.05,0.7178397931503168,calculated from henry's law constants,True,train,0.5748734555073606
je060395n.xml,2007,3,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,YXFVVABEGXRONW-UHFFFAOYSA-N,propane,toluene,289.98,1.95,0.6678293725756554,calculated from henry's law constants,True,train,0.515830727649982
je060395n.xml,2007,3,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,YXFVVABEGXRONW-UHFFFAOYSA-N,propane,toluene,309.94,1.86,0.62057648772511,calculated from henry's law constants,True,train,0.46534129074107966
