inchikey,name,dipole_D,n2,eps
JLGLQAWTXXGVEM-UHFFFAOYSA-N,2-(2-(2-methoxyethoxy)ethoxy)ethanol,2.366939609628391,2.343452240087146,9.826127309185429
LYCAIKOWRPUZTN-UHFFFAOYSA-N,ethylene_glycol,3.0621968781623217,2.2119890027982203,35.79331243803405
OTMSDBZUPAUEDD-UHFFFAOYSA-N,ethane,2.887695135585565e-06,2.2904525046170625,2.2904525046465736
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,ethanol,2.029765034182065,2.239037572758475,19.13642287880608
OIFBSDVPJOWBCH-UHFFFAOYSA-N,diethyl_carbonate,0.790911604721832,2.3523979832441064,3.3429858708661726
RUOJZAUFBMNUDX-VKHMYHEASA-N,propylene_carbonate,5.904808910739814,2.362805576609656,97.8377566589952
DKPFZGUDAPQIHT-UHFFFAOYSA-N,n-butyl_acetate,2.3416191135911126,2.3667390856118784,12.311957667834246
LRHPLDYGYMQRHN-UHFFFAOYSA-N,1-butanol,1.7727115808251197,2.3370458214474032,10.238840203300866
KFZMGEQAYNKOFK-UHFFFAOYSA-N,isopropanol,1.8354586803993211,2.2936281152878912,12.750920350386323
NNPPMTNAJDCUHE-UHFFFAOYSA-N,isobutane,0.0170700302557539,2.3653325485184147,2.365939721009595
ZMXDDKWLCZADIW-UHFFFAOYSA-N,"n,n-dimethylformamide",4.611556993490132,2.3523073813805264,68.19481586647049
VLKZOEOYAKHREP-UHFFFAOYSA-N,n-hexane,0.0251538327343682,2.4186845317871972,2.4196404969583956
UAEPNZWRGJTJPN-UHFFFAOYSA-N,methylcyclohexane,0.0193024420417248,2.5494114859866377,2.5499911741004286
IIEWJVIFRVWJOD-UHFFFAOYSA-N,ethylcyclohexane,0.0373628312790845,2.5514916692135152,2.553396024725566
PEDCQBHIVMGVHV-UHFFFAOYSA-N,glycerol,3.786118096195309,2.264359439823636,40.17679345707738
BDERNNFJNOPAEC-UHFFFAOYSA-N,1-propanol,1.9648145241445187,2.2983110745093422,14.464913410415033
XNWFRZJHXBZDAG-UHFFFAOYSA-N,2-methoxyethanol,2.410859522702177,2.2642724517694353,18.49462746144548
VZGDMQKNWNREIO-UHFFFAOYSA-N,carbon_tetrachloride,9.08537019788091e-08,2.4609189957261854,2.4609189957261997
QARVLSVVCXYDNA-UHFFFAOYSA-N,bromobenzene,3.5109159529953127,2.903053493569697,37.72871943943338
SUVIGLJNEAMWEG-UHFFFAOYSA-N,n-propyl_mercaptan,2.533776677506237,2.51936661686895,21.54249219631244
WQAQPCDUOCURKW-UHFFFAOYSA-N,n-butyl_mercaptan,2.62016516485856,2.513649220056182,19.33166189448112
ZHNUHDYFZUAESO-UHFFFAOYSA-N,formamide,4.361209256886204,2.2601877873653797,102.39945953845024
AMQJEAYHLZJPGS-UHFFFAOYSA-N,1-pentanol,2.0886599177667136,2.3603570375125007,11.766967823049026
BBMCTIGTTCKYKF-UHFFFAOYSA-N,1-heptanol,1.7590213402406991,2.3961089399557665,7.240921100649995
UDSFAEKRVUSQDD-UHFFFAOYSA-N,dimethyl-adipate,5.136117329083122e-05,2.370189937278543,2.370189939845875
NIQCNGHVCWTJSM-UHFFFAOYSA-N,dimethyl_phthalate,2.39749447377911,2.5748781633720372,10.416002806207375
WVDDGKGOMKODPV-UHFFFAOYSA-N,benzyl_alcohol,2.17318460065578,2.739396062645812,14.225543066138885
RYHBNJHYFVUHQT-UHFFFAOYSA-N,"1,4-dioxane",2.3350807359172584e-05,2.4142719635363297,2.414271964627046
HYBBIBNJHNGZAN-UHFFFAOYSA-N,furfural,4.463194125749625,2.574017415409579,62.80094771231104
BDAGIHXWWSANSR-UHFFFAOYSA-N,formic_acid,1.6481230944919418,2.113951021214669,15.813637481897766
DURPTKYDGMDSBL-UHFFFAOYSA-N,di-n-butyl_ether,1.3063868631425446,2.419393405637908,4.653047624802325
YNAVUWVOSKDBBP-UHFFFAOYSA-N,morpholine,1.600350079954786,2.496557853384988,9.299655103845328
BTANRVKWQNVYAZ-BYPYZUCNSA-N,2-butanol,2.0736478171820023,2.3403403991696794,13.452371179628358
WERYXYBDKMZEQL-UHFFFAOYSA-N,"1,4-butanediol",2.8335833237700276,2.30144181483109,21.35775273186561
KJIOQYGWTQBHNH-UHFFFAOYSA-N,1-undecanol,1.7598622593460735,2.43327299994535,5.613373625304341
PJGSXYOJTGTZAV-UHFFFAOYSA-N,"3,3-dimethyl-2-butanone",3.384052169627279,2.3959233410701257,26.138670432093157
XBDQKXXYIPTUBI-UHFFFAOYSA-N,propionic_acid,1.8081081757456257,2.2884339812217456,11.962312643557972
FERIUCNNQQJTOY-UHFFFAOYSA-N,n-butyric_acid,1.9950279409390637,2.330778983094909,12.144872887091749
UAOMVDZJSHZZME-UHFFFAOYSA-N,diisopropylamine,0.9761362653758158,2.4062796119939938,3.857392394525311
ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,2-methyl-1-propanol,1.9883852299054388,2.3375570221500404,12.460822146488034
CRVGTESFCCXCTH-UHFFFAOYSA-N,methyl_diethanolamine,2.520902366748425,2.3735873077753036,14.08954516684094
SNRUBQQJIBEYMU-UHFFFAOYSA-N,n-dodecane,0.0201659702689275,2.463351065949608,2.4636819275862973
DIOQZVSQGTUSAI-UHFFFAOYSA-N,n-decane,0.0052600455920909,2.451450897977266,2.4514774474236156
HZAXFHJVJLSVMW-UHFFFAOYSA-N,monoethanolamine,3.119165353738463,2.3041176891438573,36.72622872797185
UEEJHVSXFDXPFK-UHFFFAOYSA-N,dimethylethanolamine,3.0723356625597305,2.3703361599301274,24.763690608715834
BFSVOASYOCHEOV-UHFFFAOYSA-N,diethylethanolamine,1.749351690930271,2.3977672969240373,7.345706513671402
BZLVMXJERCGZMT-UHFFFAOYSA-N,methyl_tert-butyl_ether,1.546836144196415,2.376360910584468,7.295220988282972
MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-methyl-2-butanol,1.883579363089481,2.363520540551638,9.888786683876624
BKIMMITUMNQMOS-UHFFFAOYSA-N,n-nonane,0.0171977055381922,2.445664369089537,2.445976574683999
IJDNQMDRQITEOD-UHFFFAOYSA-N,n-butane,0.0183010856440009,2.382788317113316,2.3834985238836968
ATUOYWHBWRKTHZ-UHFFFAOYSA-N,propane,0.0075569033948644,2.346454906405886,2.346606055557489
DIKBFYAXUHHXCS-UHFFFAOYSA-N,tribromomethane,,,
ZJIJAJXFLBMLCK-UHFFFAOYSA-N,perfluorohexane,1.0703553390505934e-05,1.865283439604611,1.8652834396795697
RWSOTUBLDIXVET-UHFFFAOYSA-N,hydrogen_sulfide,1.9435516404926871,2.5179044643192943,30.215283626973676
LQZZUXJYWNFBMV-UHFFFAOYSA-N,1-dodecanol,1.9313274496978612,2.44051200585641,6.038936405020631
HLZKNKRTKFSKGZ-UHFFFAOYSA-N,1-tetradecanol,1.7954391945592891,2.4441749187300443,5.056872127804825
GLDOVTGHNKAZLK-UHFFFAOYSA-N,1-octadecanol,1.9778957738966805,2.456295477451808,4.968352586197397
RGSFGYAAUTVSQA-UHFFFAOYSA-N,cyclopentane,0.005001251016262,2.5089001401899975,2.508952746160388
DMEGYFMYUHOHGS-UHFFFAOYSA-N,cycloheptane,0.0198497208828663,2.5568618578717035,2.557478679724899
DCAYPVUWAIABOU-UHFFFAOYSA-N,n-hexadecane,0.0461663517343306,2.4715701548638345,2.472891279034259
RZJRJXONCZWCBN-UHFFFAOYSA-N,n-octadecane,0.0233959248849623,2.4758449162991445,2.4761486293275623
KMTRUDSVKNLOMY-UHFFFAOYSA-N,ethylene_carbonate,5.7873643070954275,2.330051958525158,113.50745557459476
UHCBBWUQDAVSMS-UHFFFAOYSA-N,ethyl_fluoride,2.2659817761829677,2.1003316612691516,22.941283368139217
JMMWKPVZQRWMSS-UHFFFAOYSA-N,isopropyl_acetate,2.4935160435327597,2.34809220970795,15.520407807861377
URLKBWYHVLBVBO-UHFFFAOYSA-N,p-xylene,0.1151683232620013,2.7492189653307135,2.771175056831992
ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,"2,3-dimethylbutane",4.36851028208596e-07,2.4242005233338566,2.4242005233341457
KQNPFQTWMSNSAP-UHFFFAOYSA-N,isobutyric_acid,2.100175476068753,2.3167496105233387,13.113230198563263
GHVNFZFCNZKVNT-UHFFFAOYSA-N,n-decanoic_acid,1.685368082181924,2.436060758988108,5.589051521779023
POULHZVOKOAJMA-UHFFFAOYSA-N,n-dodecanoic_acid,1.98936962496976,2.443750119121426,6.254248025333824
IPCSVZSSVZVIGE-UHFFFAOYSA-N,n-hexadecanoic_acid,1.7595109874247117,2.4395065507983884,4.580696249845625
QIQXTHQIDYTFRH-UHFFFAOYSA-N,n-octadecanoic_acid,2.1166565516806863,2.446192338469762,5.316652079716839
TUNFSRHWOTWDNC-UHFFFAOYSA-N,n-tetradecanoic_acid,1.8917889310552167,2.4335291861452073,5.309402222876343
XXJWXESWEXIICW-UHFFFAOYSA-N,2-(2-ethoxyethoxy)ethanol,4.274380073411668,2.3523953685398364,33.8988060241834
DKMROQRQHGEIOW-UHFFFAOYSA-N,diethyl_succinate,0.3394079617914018,2.3931501631830403,2.5095506255595788
LVGUZGTVOIAKKC-UHFFFAOYSA-N,"1,1,1,2-tetrafluoroethane",2.7691182088894317,1.8714549884213487,22.31341668780025
RWRIWBAIICGTTQ-UHFFFAOYSA-N,difluoromethane,2.589542355240922,1.8348818083485097,31.922913215627062
GTLACDSXYULKMZ-UHFFFAOYSA-N,pentafluoroethane,2.1514575996009695,1.8309768084013849,12.60786608869162
WUGQZFFCHPXWKQ-UHFFFAOYSA-N,3-amino-1-propanol,1.8018138922906113,2.346432473902381,11.08007219287366
HNJBEVLQSNELDL-UHFFFAOYSA-N,2-pyrrolidone,4.4217962154521775,2.4982373475604778,63.551446222406064
SECXISVLQFMRJM-UHFFFAOYSA-N,n-methyl-2-pyrrolidone,4.3443411906280245,2.482106721518633,50.47014496889311
MTHSVFCYNBDYFN-UHFFFAOYSA-N,diethylene_glycol,3.0545641063685336,2.289877721730548,22.575401320039493
ZIBGPFATKBEMQZ-UHFFFAOYSA-N,triethylene_glycol,2.2557862625673213,2.3277130203727436,9.885233681543465
UWHCKJMYHZGTIT-UHFFFAOYSA-N,tetraethylene_glycol,1.6517535407388082,2.3492357024588357,5.255868079261857
NOPJRYAFUXTDLX-UHFFFAOYSA-N,"1,1,1,2,2,3,3-heptafluoro-3-methoxypropane_[hfe3",2.929231517203442,1.9265226589502469,14.106015428840797
NIXOWILDQLNWCW-UHFFFAOYSA-N,acrylic_acid,2.3745974939959575,2.367647419066883,21.393270646400943
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,diisopropyl_ether,1.310321858985834,2.369258537277086,5.208200942592209
FLIACVVOZYBSBS-UHFFFAOYSA-N,hexadecanoic_acid_methyl_ester,2.0483712830897742,2.449312970166443,5.289178223936016
VQTUBCCKSQIDNK-UHFFFAOYSA-N,isobutene,0.7047472770287752,2.446471233329646,3.729264736562844
IAQRGUVFOMOMEM-ONEGZZNKSA-N,trans-2-butene,3.021806366094026e-06,2.4789670621015683,2.4789670621230924
NUMQCACRALPSHD-UHFFFAOYSA-N,tert-butyl_ethyl_ether,1.3471857704174537,2.4009905023537823,5.516710270566913
DCKVNWZUADLDEH-RXMQYKEDSA-N,sec-butyl_acetate,2.5201695425800463,2.376816239961508,14.13852110741238
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,methyl_ethyl_ketone,3.3939153171123126,2.354133158671982,35.79972712798555
XTHFKEDIFFGKHM-UHFFFAOYSA-N,"1,2-dimethoxyethane",1.85410735088333,2.308902189960216,9.98677367915231
MSSNHSVIGIHOJA-UHFFFAOYSA-N,"1,1,1,3,3-pentafluoropropane_[r245fa]",4.580829489806493,1.9321950468214513,46.547317128977326
RFFLAFLAYFXFSW-UHFFFAOYSA-N,o-dichlorobenzene,2.5320708555306064,2.796554763233898,17.854832779465625
GAEKPEKOJKCEMS-BYPYZUCNSA-N,gamma-valerolactone,5.1421775331422275,2.4260829897715506,70.94564656372164
ZAZKJZBWRNNLDS-UHFFFAOYSA-N,tetradecanoic_acid_methyl_ester,2.2502545479080927,2.435409159194257,6.372274357319011
MMKRHZKQPFCLLS-UHFFFAOYSA-N,ethyl-tetradecanoate,1.9769884703985776,2.4534722917964444,5.2611760626656245
SBZXBUIDTXKZTM-UHFFFAOYSA-N,diethylene_glycol_dimethyl_ether,1.7166906712570114,2.3369237656679203,6.752027072267091
RRQYJINTUHWNHW-UHFFFAOYSA-N,diethylene_glycol_diethyl_ether,1.6178531786288866,2.3907236489847015,5.552089652032434
YFNKIDBQEZZDLK-UHFFFAOYSA-N,triethylene_glycol_dimethyl_ether,3.1029111205604676,2.3564805728038154,14.48087809896233
ZUHZGEOKBKGPSW-UHFFFAOYSA-N,tetraethylene_glycol_dimethyl_ether,3.318140648876594,2.366874921626174,13.601982289275853
UJPMYEOUBPIPHQ-UHFFFAOYSA-N,"1,1,1-trifluoroethane",2.9828811852425265,1.9537365818271768,29.66868083579874
NTIZESTWPVYFNL-UHFFFAOYSA-N,methyl_isobutyl_ketone,3.4830240762710876,2.386476935200154,27.39417245621559
GJRQTCIYDGXPES-UHFFFAOYSA-N,isobutyl_acetate,2.5851205452382957,2.36455590964143,14.632654642676808
UFWIBTONFRDIAS-UHFFFAOYSA-N,naphthalene,1.365993043430539e-05,3.0317779656329074,3.031777965952936
FLKPEMZONWLCSK-UHFFFAOYSA-N,diethyl_phthalate,1.9761879859624163,2.5420793807278574,6.677530842508881
YTPLMLYBLZKORZ-UHFFFAOYSA-N,thiophene,0.8349224193718843,2.931111775551579,5.094833645739277
NPNPZTNLOVBDOC-UHFFFAOYSA-N,"1,1-difluoroethane",2.846066122885127,1.995020003242421,30.112162651015403
YFMFNYKEUDLDTL-UHFFFAOYSA-N,"1,1,1,2,3,3,3-heptafluoropropane",2.1740658957426824,1.849603557010164,9.68283355472034
HQABUPZFAYXKJW-UHFFFAOYSA-N,n-butylamine,1.576218727827328,2.4103342453585377,8.478055103653759
PIICEJLVQHRZGT-UHFFFAOYSA-N,ethylenediamine,2.3728795905245783,2.4013567376907483,21.795879576163287
UUIQMZJEGPQKFD-UHFFFAOYSA-N,methyl_n-butyrate,2.0698765622683295,2.3541276457330267,11.250332163736442
HNBDRPTVWVGKBR-UHFFFAOYSA-N,methyl_pentanoate,2.182513620590385,2.374672200155032,10.987950287502894
DKGAVHZHDRPRBM-UHFFFAOYSA-N,2-methyl-2-propanol,1.8549355283810331,2.3255651459215727,10.917042703147526
IEJIGPNLZYLLBP-UHFFFAOYSA-N,dimethyl_carbonate,0.5187591371725896,2.262689106241941,2.8079603446076744
VDHBXQMYKGNZRP-UHFFFAOYSA-N,butyl_isobutyl_ether,1.6155591664405866,2.4080639924242204,5.948282878568416
HPXRVTGHNJAIIH-UHFFFAOYSA-N,cyclohexanol,1.8517881591768504,2.5107121683188387,10.056235444145551
JHIVVAPYMSGYDF-UHFFFAOYSA-N,cyclohexanone,3.6232725632017337,2.51786283110281,35.370107044635276
GUVUOGQBMYCBQP-UHFFFAOYSA-N,"n,n'-dimethylpropylene_urea_<dmpu>",4.753513965009106,2.541466479356564,49.0302380534019
AVQQQNCBBIEMEU-UHFFFAOYSA-N,"1,1,3,3-tetramethyl_urea",4.000973014911927,2.452731913702759,35.09919804438755
CYSGHNMQYZDMIA-UHFFFAOYSA-N,"1,3-dimethylimidazolidin-2-one",4.538962679443921,2.484832902248044,48.85542275013171
YEJRWHAVMIAJKC-UHFFFAOYSA-N,gamma-butyrolactone,5.071556920749597,2.4057995202886633,82.34026568156068
SYBYTAAJFKOIEJ-UHFFFAOYSA-N,methyl_isopropyl_ketone,3.542581647389726,2.367393502655455,32.5427142744804
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,1.5262776118469112,2.778165259329912,9.255251068650855
VGGSQFUCUMXWEO-UHFFFAOYSA-N,ethylene,,,
QQZOPKMRPOGIEB-UHFFFAOYSA-N,2-hexanone,3.521212326394918,2.3893491934718996,28.05789782420664
YKYONYBAUNKHLG-UHFFFAOYSA-N,n-propyl_acetate,2.52695640626662,2.355279227626405,16.01594736421948
OTBHHUPVCYLGQO-UHFFFAOYSA-N,bis(3-aminopropyl)amine,2.2421874009336227,2.454640811381374,10.20888948616809
IPBVNPXQWQGGJP-UHFFFAOYSA-N,acetic_acid_phenyl_ester,2.082910446128207,2.655185943253252,10.960596814174156
NQPDZGIKBAWPEJ-UHFFFAOYSA-N,n-pentanoic_acid,1.7205737309254032,2.347940167632186,8.27943732069492
FUZZWVXGSFPDMH-UHFFFAOYSA-N,n-hexanoic_acid,2.0464481874446254,2.3776708042885666,9.916108533583175
MNWFXJYAOYHMED-UHFFFAOYSA-N,n-heptanoic_acid,1.9970266595194244,2.3867168553038733,8.616146273755447
WWZKQHOCKIZLMA-UHFFFAOYSA-N,n-octanoic_acid,1.6687949832323636,2.401370436613597,6.130240993770401
LCGLNKUTAGEVQW-UHFFFAOYSA-N,dimethyl_ether,1.6826486026464782,2.229061791528044,13.348916133461724
PFEOZHBOMNWTJB-UHFFFAOYSA-N,3-methylpentane,0.0111179119123129,2.427702774352973,2.427890930806228
HNRMPXKDFBEGFZ-UHFFFAOYSA-N,"2,2-dimethylbutane",0.0241764824792139,2.4223212410050063,2.423205257232258
WJTCGQSWYFHTAC-UHFFFAOYSA-N,cyclooctane,0.0743727127226722,2.5570866552077223,2.5646720878002105
LIKMAJRDDDTEIG-UHFFFAOYSA-N,1-hexene,0.4222579635607826,2.466813234102544,2.762021822175118
ZGEGCLOFRBLKSE-UHFFFAOYSA-N,1-heptene,0.4604198627159293,2.4679687892426925,2.771906388852221
KWKAKUADMBZCLK-UHFFFAOYSA-N,1-octene,0.4610999812289673,2.4724410979712466,2.7407787928262124
AFFLGGQVNFXPEV-UHFFFAOYSA-N,1-decene,0.4804710408029042,2.4767480331729534,2.711714833339786
IBXNCJKFFQIKKY-UHFFFAOYSA-N,1-pentyne,0.7122260235241643,2.3956852310360905,3.4803994087325356
CGHIBGNXEGJPQZ-UHFFFAOYSA-N,1-hexyne,0.683374058694966,2.4133261409376163,3.2403630558157253
YVXHZKKCZYLQOP-UHFFFAOYSA-N,1-heptyne,0.6580217432035719,2.4200892912968883,3.070876209180589
UMIPWJGWASORKV-UHFFFAOYSA-N,1-octyne,0.6629772469801383,2.432099958954504,3.012174401289222
YNQLUTRBYVCPMQ-UHFFFAOYSA-N,ethylbenzene,0.4723416607168162,2.776065097611603,3.168382858214186
PPBRXRYQALVLMV-UHFFFAOYSA-N,styrene,0.0194366369480157,2.855799299602203,2.856482163516873
HVZJRWJGKQPSFL-UHFFFAOYSA-N,methyl_tert-pentyl_ether,1.5714343668484054,2.409139887934491,6.830049528801785
RTZKZFJDLAIYFH-UHFFFAOYSA-N,diethyl_ether,1.49554546128016,2.3498850425695585,7.833773924715818
POLCUAVZOMRGSN-UHFFFAOYSA-N,di-n-propyl_ether,1.607666861283907,2.3982485336418704,7.008823666461915
XNLICIUVMPYHGG-UHFFFAOYSA-N,2-pentanone,3.4002413308434067,2.373663865043921,30.276046434964503
FDPIMTJIUBPUKL-UHFFFAOYSA-N,3-pentanone,3.3173666278799807,2.38621511197051,29.21778498378373
JUJWROOIHBZHMG-UHFFFAOYSA-N,pyridine,2.2227301740869465,2.783529499992761,19.73336345580737
OFBQJSOFQDEBGM-UHFFFAOYSA-N,n-pentane,0.0179555581723856,2.403408788213022,2.403977456967048
YWAKXRMUMFPDSH-UHFFFAOYSA-N,1-pentene,0.4185045869865132,2.463240559470648,2.808158504371342
RAHZWNYVWXNFOC-UHFFFAOYSA-N,sulfur_dioxide,4.254595664960379,2.4018322046577025,102.52618018948242
LPNBBFKOUUSUDB-UHFFFAOYSA-N,p-toluic_acid,2.8688489334074725,2.7026079191314487,19.916716667523545
XXROGKLTLUQVRX-UHFFFAOYSA-N,allyl_alcohol,1.8453356001730712,2.3765870357792083,14.122566723878004
LWWJDXKGQVEZKT-QMMMGPOBSA-N,2-ethyl-1-hexanol,1.6849455220306084,2.4050597030500804,6.291666369168203
OBNCKNCVKJNDBV-UHFFFAOYSA-N,ethyl_n-butyrate,2.030083775277539,2.391653210113417,9.878694381458716
MCSINKKTEDDPNK-UHFFFAOYSA-N,n-propyl_propionate,2.0568094659153378,2.387590517942993,10.062439337664134
DIQMPQMYFZXDAX-UHFFFAOYSA-N,n-pentyl_formate,2.329221065764013,2.3570066338534614,12.102636506817404
CATSNJVOTSVZJV-UHFFFAOYSA-N,2-heptanone,3.534723021205264,2.404814921560088,25.065246536500354
JJWKPURADFRFRB-UHFFFAOYSA-N,carbonyl_sulfide,1.916218401712598,2.41677836767694,19.823651211667844
ATHHXGZTWNVVOU-UHFFFAOYSA-N,n-methylformamide,4.4085710777854485,2.3099724959696752,77.65339831360359
RSJKGSCJYJTIGS-UHFFFAOYSA-N,n-undecane,0.0360005911683939,2.4559760799022508,2.4571155153605115
PHTQWCKDNZKARW-UHFFFAOYSA-N,3-methyl-1-butanol,2.056596541591509,2.3605527849440016,11.4534348892912
WGECXQBGLLYSFP-ZETCQYMHSA-N,"2,3-dimethylpentane",0.0173744567990303,2.445442323735658,2.4458461881483378
VQKFNUFAXTZWDK-UHFFFAOYSA-N,2-methylfuran,0.6472267720445452,2.6237097562407605,3.6457625949903143
JFCQEDHGNNZCLN-UHFFFAOYSA-N,glutaric_acid,2.6198571135421385,2.316497642615104,15.244946743142153
PAFZNILMFXTMIY-UHFFFAOYSA-N,cyclohexylamine,1.2505755256986444,2.5615464372632113,5.676258220451496
JOOXCMJARBKPKM-UHFFFAOYSA-N,levulinic_acid,2.979126500870543,2.338706165310368,20.861758190917435
QWTDNUCVQCZILF-UHFFFAOYSA-N,isopentane,0.0322825390731921,2.399797842631666,2.401627849374175
BKOOMYPCSUNDGP-UHFFFAOYSA-N,2-methyl-2-butene,0.3137168879324539,2.493504421894946,2.689215927196194
LPIQUOYDBNQMRZ-UHFFFAOYSA-N,cyclopentene,0.3507786501989155,2.6074550415565434,2.903398767646894
RRHGJUQNOFWUDK-UHFFFAOYSA-N,isoprene,0.3860892131468123,2.550752112567589,2.8709700293652674
QQONPFPTGQHPMA-UHFFFAOYSA-N,propylene,0.4697811878218625,2.4362323172845475,3.1381128867321344
MLFHJEHSLIIPHL-UHFFFAOYSA-N,isopentyl_acetate,2.2602386164809736,2.383944965428138,10.493855780284797
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,aniline,1.83551221804938,2.8460405774933197,12.446935485600232
JYVLIDXNZAXMDK-YFKPBYRVSA-N,2-pentanol,1.9147318865425624,2.374974431886617,10.27351528960547
MVPPADPHJFYWMZ-UHFFFAOYSA-N,monochlorobenzene,1.7698023044079731,2.807979873699974,11.006582630823893
RDOXTESZEPMUJZ-UHFFFAOYSA-N,anisole,1.469356176172382,2.74727295029788,7.646768239761704
AUHZEENZYGFFBQ-UHFFFAOYSA-N,mesitylene,0.0604255946367242,2.729441707638664,2.7347050129992008
URAYPUMNDPQOKB-UHFFFAOYSA-N,glyceryl_triacetate,1.500860786025467,2.3295684253798665,4.480139459991515
WMIYKQLTONQJES-UHFFFAOYSA-N,hexafluoroethane,3.8828995355551905e-06,1.810093756682805,1.8100937567058089
NBUKAOOFKZFCGD-UHFFFAOYSA-N,"2,2,3,3-tetrafluoro-1-propanol",2.44211232305455,1.9596535645376731,13.728844116058047
OPKOKAMJFNKNAS-UHFFFAOYSA-N,methylethanolamine,1.5283613301904468,2.3339519597230947,8.346408545258669
RLSSMJSEOOYNOY-UHFFFAOYSA-N,m-cresol,1.094040941885891,2.740129865294117,5.279554922974856
IWDCLRJOBJJRNH-UHFFFAOYSA-N,p-cresol,1.6203968208477475,2.725073479087834,8.721270090293533
YPFDHNVEDLHUCE-UHFFFAOYSA-N,"1,3-propylene_glycol",0.5363874498928394,2.2631026052261594,2.877765404307084
QYSGYZVSCZSLHT-UHFFFAOYSA-N,octafluoropropane,0.1706294714222635,1.8217603996327336,1.854729568878846
